corner_radius_nm,gate_length_nm,oxide_thickness_nm,channel_thickness_nm,sheet_spacing_nm,channel_doping_cm3,sd_doping_cm3,stack_count,vgs_v,vds_v,ion_a,ioff_a,cgg_f,ft_ghz,ion_over_cgg
1.447486982119837,11.04160532020868,0.7084921548648855,7.2447431534728945,13.098481460093009,1.634502449773863e+17,2.3032240830065644e+19,2.0,0.1794558256618158,0.2246921924308235,2.328190869643171e-07,2.6373432828923588e-11,1.3839315991168436e-14,1.0,16823019.801910054
1.958395257954193,10.81032777301664,0.8057317173194899,7.152876167998893,12.997937902297608,2123368398122576.8,2.454518095608998e+19,3.0,0.7502133749178714,0.4771391548547678,3.303051604330506e-06,1.7458352835817185e-11,1.7492945341140128e-14,1.0,188821924.4910317
0.6837743915909109,16.446071779921823,1.2897761650065616,6.26365964719662,10.983003772330246,2.106442027145089e+16,1.566571629893646e+20,1.0,0.2274630854074916,0.0574535000137053,3.7172122598539927e-08,5.6114720926884206e-11,4.820154969204785e-15,1.0,7711810.685761515
1.6464855670928955,15.979910850524902,1.1661769151687622,5.8975629806518555,11.924612045288086,2.231993486100398e+17,9.890424630803222e+19,2.0,0.4390486776828766,0.4276779890060425,4.110024462988804e-07,2.193857769061669e-11,1.0691307458484192e-14,1.0509613752365112,38087412.0
1.8482046328917705,15.810562171360774,0.965158995208906,7.990765223838684,12.224384230001675,5203963199909024.0,1.6551566850668596e+20,3.0,0.7992752630381097,0.0813531330228651,1.2190215510559828e-06,1.8869534183829502e-11,2.204809697747432e-14,1.0,55289195.811384976
2.2504351343904085,15.965087941679178,0.9407794285298792,6.491436680087731,15.021618176710556,8.458544452302761e+17,1.5538433382086286e+20,1.0,0.49076040294655,0.6302319675043714,8.537627914406282e-07,1.2977122540638018e-11,7.894704374452475e-15,1.0,108143731.66440947
2.4355537128464824,20.68017608991906,1.1755305883385998,6.616279476233345,10.11177772393618,9873272141872252.0,2.579337226078879e+20,3.0,0.1957294961953162,0.4539936834516316,2.4605397509819524e-07,1.1558558685307948e-11,1.9113162545466612e-14,1.0,12873535.424233386
1.6327449552344429,19.27006967226896,1.3982477231637152,5.018188847144037,15.535707908708318,2657801441025066.0,2.7182892417663693e+19,3.0,0.0946393024753098,0.4580263977966468,3.804446217855902e-08,2.2884767917650463e-11,1.7298120519414214e-14,1.0,2199340.797508061
0.9625248075860438,20.03035565523152,1.1419736438451225,5.499212483269789,15.082967185979603,1.2431175074195238e+18,1.1222228637124446e+20,3.0,0.570222674874734,0.70514581362156,2.0547262629827096e-06,3.540631103867604e-11,2.2365801920440622e-14,1.0,91869107.59076554
1.6365060806274414,16.04283332824707,1.1570360660552979,5.88714599609375,11.845684051513672,2.184243242294313e+17,9.980954020187786e+19,2.0,0.4388508200645447,0.42767319083213806,4.2657964627323963e-07,2.1001455782765355e-11,1.0881716229862223e-14,1.0845388174057007,36038164.0
1.658914566040039,16.089941024780273,1.1557697057724,5.931568622589111,11.855414390563965,2.018108581525586e+17,9.985089063517526e+19,2.0,0.4398626983165741,0.42597606778144836,4.2855836568378436e-07,2.0997720923121577e-11,1.0829677913714707e-14,1.076516032218933,37204032.0
0.4142300829700315,18.49217092096092,1.4774424552373795,5.571527982581609,9.085134149406898,4.886955032832239e+16,1.628505740233965e+20,2.0,0.1605641350571952,0.6630442211307551,4.642546620180656e-08,7.7611459577367e-11,8.324839432787352e-15,1.0,5576740.137348478
1.1563863791643083,15.012919436354077,1.565812927436974,7.923923764063257,15.717419983512483,4.59496122564497e+16,7.484775812564345e+19,2.0,0.320561481879125,0.5682012758245526,8.306729647082337e-07,3.2989263839925794e-11,1.0313080899036283e-14,1.0,80545568.56873457
2.563875483627523,21.772057736245277,1.1325039017190264,6.1147634804083575,15.44921868373171,1.2475565326610386e+16,2.2783722552630067e+19,1.0,0.4659792143992074,0.5734505561387309,4.987294096792493e-07,9.253037374468347e-12,8.530952236015511e-15,1.0,58461165.39883328
1.5931810163996838,21.73654894945576,0.9637339069895368,4.5366752212274335,12.617099523607704,1110781956244614.4,4.631120589621712e+19,2.0,0.6418196523776895,0.6710763185326702,1.084513697240686e-06,2.1502253238670725e-11,1.5936684174086033e-14,1.0,68051401.74668002
0.5167676104200554,16.789482632489086,1.2000026207919523,7.96249909347398,15.146990470527282,1.845685523907647e+17,4.289054362582492e+19,1.0,0.7146378494497415,0.3193974660446705,6.868491926048434e-07,6.413984432936931e-11,7.46347379229372e-15,1.0,92028083.93512918
2.7137374183880607,19.18886929018073,1.3284180465902713,5.034151867163607,13.7049823854689,4.295448075574752e+16,4.812407371160948e+19,1.0,0.6236420142146109,0.218519722690272,3.9526927476201406e-07,8.190377561020811e-12,5.573038718923969e-15,1.0,70925269.80295801
2.112049997822559,21.216198734408923,0.7885053401851507,7.0764468272702805,14.7695683419822,8.042460836834091e+16,9.93742558990967e+19,2.0,0.5032253509690776,0.1850426759175117,9.742016832389302e-07,1.5577862395278088e-11,2.5724170216141675e-14,1.0,37871063.480509385
2.8669920782150387,10.421089191073698,0.857097145217744,6.412716119646359,13.33896464009712,1956702075344746.8,7.852145658830922e+19,2.0,0.3809617556535198,0.6822922254336554,1.919202487569921e-06,7.582449398309314e-12,9.962708060514447e-15,1.0,192638635.5910964
2.939326603363132,18.65642653016608,1.4870550392018609,5.237639749446506,8.206899220187985,3.779330140362997e+17,2.24505161564829e+19,1.0,0.3273576504799624,0.7744855568890765,3.2254484273815455e-07,6.350534980106974e-12,3.605205712264608e-15,1.0,89466418.41847861
1.6543128490447998,15.951854705810547,1.1600152254104614,5.880183696746826,11.929181098937988,2.2272501242186957e+17,9.89524049173288e+19,2.0,0.4334022104740143,0.432180792093277,4.088676632818533e-07,2.1708980099677255e-11,1.0877726704680655e-14,1.0733766555786133,37010916.0
2.130780313876996,18.18275086080488,1.0341524387577643,4.072027435918816,13.48601632742572,4.702611483208345e+16,1.2255442554579146e+20,1.0,0.7569208225332882,0.6020555372877358,5.935392681093356e-07,1.4015347159257383e-11,5.9504411124352936e-15,1.0,99747103.93637054
1.6306449174880981,16.07851219177246,1.157199501991272,5.87473201751709,11.806429862976074,2.1558763576937677e+17,9.93792177390454e+19,2.0,0.43458178639411926,0.4347214996814728,4.08233375992495e-07,2.1608104194825728e-11,1.0794301582672632e-14,1.0492372512817383,37178880.0
1.9148753082177976,17.381627079861058,1.3923969635663371,5.496184245370031,8.76245283614168,9.267493622569402e+16,5.139526409623971e+19,2.0,0.4080080673954252,0.4268814252043399,1.0708313756383742e-06,1.6838221766658228e-11,8.192764020798334e-15,1.0,130704530.59796886
2.306123633854818,16.262645846207597,1.181900968952993,6.0997961829332,15.875379264127467,1.2727814882193408e+18,1.7036602527465849e+19,3.0,0.71378146936659,0.1126865864232826,9.639410498009335e-07,9.876179154081658e-12,1.9016914297633623e-14,1.0,50688615.13042008
2.4074727175219226,19.949051000030835,0.9109299692455548,6.051686310221344,13.990494415073824,2297251378965381.0,1.129005181008885e+20,2.0,0.4074532675283884,0.3658158369942388,1.0650081182428704e-06,1.2192040350527483e-11,1.836294821662801e-14,1.0,57997664.954393566
1.6603765487670898,16.086772918701172,1.1570924520492554,5.879298210144043,11.921259880065918,2.122523531458642e+17,9.957335630813856e+19,2.0,0.43750470876693726,0.42787712812423706,4.1483062318548036e-07,2.1287983528739396e-11,1.0948708912693512e-14,1.076828122138977,38598780.0
0.969891962844444,10.052363458176584,1.1537892715109797,7.689332633261223,14.187190097899506,1.0932268902650656e+18,3.19876981261527e+19,1.0,0.2281460015165948,0.6762346474253055,2.151517646438695e-07,4.349820123243304e-11,4.357886917383233e-15,1.0,49370662.59926292
1.4116514499574082,10.31774921565956,0.7833030448644995,6.572318710758385,8.75858401043156,1.3157620926528088e+17,1.1358667452327246e+20,2.0,0.3248873652806277,0.1967075616985448,1.2301837476886826e-06,2.9652559138456166e-11,9.472272905166951e-15,1.0,129872076.11149377
2.455918732129584,18.07993968882346,1.3900314286890576,6.760101248922442,12.541317651311864,1.5778678088023488e+16,2.7014979611597085e+20,1.0,0.7974150283396185,0.1526365166350256,4.873608259692479e-07,9.42881099705376e-12,5.440342921410229e-15,1.0,89582740.09736793
2.9882076287174564,20.82987960907502,1.3132505817734752,4.10558339513018,13.558876956342274,1.4230178117265469e+17,1.6396197474611993e+19,1.0,0.638394255572332,0.7077035174931938,4.141915901641372e-07,5.961063697621579e-12,5.394641325387548e-15,1.0,76778337.09072065
1.6423263549804688,15.897316932678223,1.1624418497085571,5.908005237579346,11.844552993774414,2.2250287671332045e+17,9.907742378745345e+19,2.0,0.43740516901016235,0.42614564299583435,4.191286677723838e-07,2.1554600118656175e-11,1.084062242642618e-14,1.0735589265823364,36334120.0
1.9619081890428705,14.624970777297056,1.316096281940867,7.385043453649837,14.55067092340841,3791938314751721.5,3.5505671137609708e+19,3.0,0.6278225344403254,0.1399769519798565,1.3920150484441692e-06,1.540882958238444e-11,1.6006814547908156e-14,1.0,86963901.79806788
1.3736062347672382,16.249247295510024,0.9494172811072544,7.607666651408817,10.496362266402553,5223946971481224.0,1.793500592559738e+19,1.0,0.0804086769634015,0.4152580478884082,1.4522824491043134e-08,2.856516802235772e-11,6.905459782750281e-15,1.0,2103093.052155759
2.0461878735762444,11.130758373353205,1.040538413324834,4.530908589037264,9.419436371048086,1796506974305598.2,3.251457550589492e+19,3.0,0.3766933548845604,0.3350817370125029,1.9258703513028128e-06,1.5299904251330526e-11,9.382924092145844e-15,1.0,205252683.74651983
2.6467557559010846,10.011909568607546,1.3727552989875578,5.673558218654007,14.408216349047889,1.6295298735384314e+16,4.797885720148169e+19,3.0,0.1640962011258938,0.5261652345892729,5.620601331074746e-07,9.7849787518372e-12,8.922197026287988e-15,1.0,62995709.62751037
2.203205220925471,12.138482277765586,1.2079179762542118,5.933596111551738,13.850700397150108,2.7688623916759603e+17,8.376777633550513e+19,2.0,0.5798703368444553,0.3164175802408893,1.5489226224904982e-06,1.3349235949088186e-11,8.442899660589651e-15,1.0,183458608.3879057
2.833713282127305,11.821620796945975,0.9655540812825748,5.7124538894601695,12.317168411210776,4218366916155413.0,8.34502601551311e+19,1.0,0.6768417469195986,0.2436363873345702,6.726534588688911e-07,7.492923717495427e-12,4.6112123068845846e-15,1.0,145873452.38140804
1.649621844291687,16.10256576538086,1.161046028137207,5.905293941497803,11.866901397705078,2.0797549343198413e+17,9.850090146249887e+19,2.0,0.43859562277793884,0.4310993254184723,4.2659087284846464e-07,2.134429438749308e-11,1.0742775721458205e-14,1.0471912622451782,38206236.0
1.9765433845603917,19.621621799870688,1.59708100582987,7.323523535601287,8.689863330941563,2.356914787947284e+17,3.376452811025336e+19,1.0,0.2203480340397067,0.1680330670085969,4.0954279091978186e-08,1.6359043767299424e-11,4.524868937129819e-15,1.0,9050931.565314244
2.280095885578004,15.75067135466773,0.9360620446469332,7.6313980078501,13.218336357047008,2.657783560964661e+17,7.383234585843063e+19,3.0,0.1791409619604411,0.6591256595127886,2.729021881319853e-07,1.4393985689195147e-11,2.2010736704741593e-14,1.0,12398594.004043318
2.341652989507468,13.161391772282869,0.762649901618745,6.49149862742774,12.991688984440284,6342391192929320.0,2.464165432518624e+19,2.0,0.1770350960454886,0.1301923633765156,2.044879145859309e-07,1.3727509827247864e-11,1.4711092025087232e-14,1.0,13900253.919777812
1.9109031839743464,15.464225457321849,1.021023519689879,6.999932496333278,15.78661379243412,2.3839623023543216e+16,1.870589574948465e+19,1.0,0.1913556335930059,0.6438614957343579,1.1568395206690339e-07,1.7928434912561304e-11,6.970777833973453e-15,1.0,16595558.605109312
1.1864487309586131,11.695471205045209,1.2482788153443538,6.088707423966927,12.192071156950256,2.3053291757797037e+17,1.938924525881405e+19,2.0,0.7955527882222274,0.7476870363594044,1.7088183534071362e-06,3.137408322595059e-11,7.604137460196498e-15,1.0,224722180.83271983
1.6292130947113037,15.95217514038086,1.1667317152023315,5.877962589263916,11.843692779541016,2.2028681102753792e+17,9.94417931448054e+19,2.0,0.4394642412662506,0.42855173349380493,4.1137130324386817e-07,2.2038286126568885e-11,1.0680490000714808e-14,1.0463999509811401,36802024.0
0.7403148602112872,20.364184473062444,0.9590752604417044,7.536840166260017,15.3534875511328,2760321398163237.0,2.5192805299966435e+19,3.0,0.1835448845408837,0.5563487795688543,1.3587051513872854e-07,5.7810320784784507e-11,3.2824055078130477e-14,1.0,4139358.004832692
2.9053077717776,14.400250735089132,1.0220290291738208,5.556188795308654,13.253445246024611,2241926658038148.0,6.795508437761199e+19,3.0,0.596568420137942,0.2448191180890938,1.6073955363298602e-06,7.080532251891915e-12,1.6182824405181573e-14,1.0,99327255.61893812
1.6335487365722656,15.99714183807373,1.1565080881118774,5.866456031799316,11.783255577087402,2.1392118845852877e+17,1.0105171566238106e+20,2.0,0.4360184967517853,0.43265774846076965,4.2045931536449643e-07,2.1437582611860684e-11,1.0823044798704759e-14,1.0651743412017822,35432652.0
2.755345768926224,10.827267420790657,1.0872038737114031,7.350718048030322,13.442730961939064,6.143924221268078e+17,2.925458761305264e+20,3.0,0.5058927311411922,0.5575184016348262,3.516690744039617e-06,8.317568885480176e-12,1.4130388754214556e-14,1.0,248874309.4906517
