corner_radius_nm,gate_length_nm,oxide_thickness_nm,channel_thickness_nm,sheet_spacing_nm,channel_doping_cm3,sd_doping_cm3,stack_count,vgs_v,vds_v,ion_a,ioff_a,cgg_f,ft_ghz,ion_over_cgg
2.412285726245505,20.112783625677665,1.3444899735928724,5.821905513766951,12.474570669227276,2.390031781360209e+17,7.472835187008938e+19,1,0.27804398261601193,0.49621064800705206,1.850233094036122e-07,1.1251077530717691e-11,5.875557291795738e-15,1.0,31490342.143709026
1.541083943355336,15.356673905724513,1.0214040363069568,4.47543195828092,15.181845890429798,2.2237430965920954e+17,4.5679789922074305e+19,2,0.08224579447151657,0.14449147399675943,1.566692892950782e-08,2.6204833718863404e-11,1.1531872992825841e-14,1.0,1358576.264172738
2.6323545917695945,21.43570193872124,1.46668107017189,6.276693706955106,10.224467752409208,4665450678443503.0,1.9841412197731066e+19,3,0.2416547728904626,0.19374281550466865,2.647200023034761e-07,8.679700214237653e-12,1.5955091865072668e-14,1.0,16591568.669245666
2.213156875554346,17.80953507661284,0.9168794442368056,4.625715312133461,8.207820479572487,1321182474252544.5,3.077964324941156e+20,3,0.6453650818398468,0.767529887347841,2.095007650455823e-06,1.3278496412074659e-11,1.614598832730387e-14,1.0,129754066.95377296
0.6448611045078888,11.390786383830992,1.1845541410779623,4.2438333355914235,14.205240029471373,1.0058620475198696e+16,2.6742736472672813e+19,1,0.39478362641531384,0.43100814501567325,6.145002291870489e-07,5.516786901995088e-11,3.7602391482138334e-15,1.0,163420517.94204238
2.936618114255565,20.62111585872161,0.8657252954342642,5.994671333715443,13.619021279775776,3300272541349968.0,3.4033061417060626e+19,3,0.13725822043995306,0.19358166454510706,8.767954080210121e-08,7.535542530001924e-12,2.9196855334107555e-14,1.0,3003047.4103721236
2.378963225174918,15.871182289969573,1.1457705547472579,6.621493800186512,12.363933165393549,2.023494281598988e+16,3.2113710742942515e+19,3,0.25010589806395045,0.6481810655705064,8.020922308616543e-07,1.208698247164641e-11,1.6828697156970664e-14,1.0,47662170.361739345
2.4437671937200798,11.69966761567486,0.8372198580805476,7.416589225625572,14.522741837833701,1.7054625734196598e+18,2.400622259297393e+20,1,0.7628650237388851,0.4029299769001045,1.0545297924963561e-06,1.1648337916697478e-11,6.490467507708274e-15,1.0,162473626.32105696
0.7330954449564193,11.832281606097048,0.8454207619343697,7.131342215817215,14.72067498118506,3958544432187299.5,1.5588161999653388e+20,1,0.3455659904789012,0.5288090624545203,8.942948983583773e-07,5.218685283948927e-11,6.681714922657455e-15,1.0,133842121.17848001
1.5710034385284746,18.25040722131846,1.2510010393378141,7.428962051026193,12.703226464145391,1.1279348446999926e+16,6.230583767145191e+19,1,0.3532794038448745,0.27312615022893416,4.054102707486491e-07,2.194965617691338e-11,6.25965270138855e-15,1.0,64765617.21367047
1.3640748630047113,10.568470080753878,0.93740743795819,7.0402750832835626,15.727422334831495,2.471025594922758e+17,2.767259863730963e+20,3,0.12245568163537063,0.09342807369221039,8.430312541002859e-08,3.011509923494009e-11,1.6048792807177007e-14,1.0,5252926.274450269
2.809588971006365,13.43912517896576,0.8551305039078225,6.812957587624558,13.757695580938618,4.78964343366113e+16,1.8561727602854617e+19,3,0.24364344369142785,0.1737081676730332,6.863116541795444e-07,7.740756290345359e-12,2.0717925021132906e-14,1.0,33126466.742180306
2.074049312209728,11.677451085638417,1.536791425121566,4.040550276562799,13.41500300930103,1396248995859466.2,2.3002312303381325e+20,2,0.6517489063520372,0.7797776773594888,1.708747266714023e-06,1.5076469602949276e-11,5.2797252516439676e-15,1.0,323643217.2643764
2.539180194504158,15.29292915540741,0.7387029256660459,6.5044092472368416,10.891374340469163,3416465660675356.5,1.8991336826130776e+19,3,0.6289591795226106,0.5176913268711616,2.1614834133315044e-06,1.0100927342584744e-11,2.4464891769115607e-14,1.0,88350417.96752003
1.5528769169510608,14.972245263932336,1.2086333014262984,4.481927216556471,8.018068628800062,1.219898032193789e+18,5.110576630705339e+19,2,0.3483990391544386,0.6733138989308042,8.888975161505185e-07,2.2183425899863762e-11,6.772324654667791e-15,1.0,131254415.79913779
0.99082067664042,16.26251721626627,1.1934374576499387,4.234668529330165,9.927541391153424,2190001821403359.8,1.862972061259812e+19,3,0.7149218097256996,0.06613966844286441,4.998429189900276e-07,3.558108202054147e-11,1.2192969332783066e-14,1.0,40994355.46402195
